"date","timestamp","session","href","txt"
"2023-03-30","202303301829","evening","https://www.theguardian.com/technology/2023/mar/30/vulkan-files-leak-reveals-putins-global-and-domestic-cyberwarfare-tactics","
              
               Exclusive
                ‘Vulkan files’ leak reveals Putin’s global and domestic cyberwarfare tactics  "
"2023-03-30","202303301829","evening","https://www.theguardian.com/politics/2023/mar/30/firm-at-centre-of-sunak-conflict-of-interest-row-attended-no-11-event","
              
               Exclusive
                Firm at centre of Sunak conflict of interest row attended Downing Street event  "
"2023-03-30","202303301829","evening","https://www.theguardian.com/uk-news/2023/mar/30/thomas-cashman-found-guilty-of-murdering-olivia-pratt-korbel-liverpool","
              
               Olivia Pratt-Korbel
                Thomas Cashman guilty of murdering girl, 9, at her Liverpool home  "
"2023-03-30","202303301829","evening","https://www.theguardian.com/world/2023/mar/30/us-condemns-arrest-of-wsj-journalist-as-russia-accused-of-hostage-taking","
                
                 Ukraine war
                  US condemns arrest of WSJ journalist as Russia accused of ‘hostage taking’  "
"2023-03-30","202303301829","evening","https://www.theguardian.com/world/2023/mar/30/rotten-pork-sold-in-uk-may-lead-to-tighter-control-of-food-safety-body-fsa","
                
                 Food
                  Reports of rotten pork being sold in UK may lead to tighter control of FSA  "
"2023-03-30","202303301829","evening","https://www.theguardian.com/uk-news/2023/mar/30/prince-harry-daily-mail-owner-gaslighting-victims-lawyer-tells-court","
                
                 Daily Mail
                  Newspaper's owner ‘gaslighting’ victims, Prince Harry’s lawyer tells court  "
"2023-03-30","202303301829","evening","https://www.theguardian.com/politics/2023/mar/30/parliamentary-standards-head-denies-snp-john-nicolson-has-been-cleared-of-bullying","
                
                 John Nicolson
                  Parliamentary standards head denies SNP MP has been cleared of bullying  "
"2023-03-30","202303301829","evening","https://www.theguardian.com/world/2023/mar/30/pope-francis-health-improving-after-hospital-treatment","
                
                 Pope Francis
                  Health ‘gradually improving’ after hospital treatment  "
"2023-03-30","202303301829","evening","https://www.theguardian.com/politics/2023/mar/30/116m-brexit-festival-saw-just-a-fraction-of-visitors-and-income-predicted","
                
                 ‘Festival of Brexit’
                  Event met radically downgraded predictions for visitor numbers  "
"2023-03-30","202303301829","evening","https://www.theguardian.com/film/2023/mar/30/jennifer-aniston-friends-offensive-interview","
                
                 Jennifer Aniston
                  ‘A whole generation of kids’ finds Friends offensive, says actor  "
"2023-03-30","202303301829","evening","https://www.theguardian.com/science/2023/mar/30/tyrannosaurus-t-rex-had-lips-over-teeth-research","
                
                 Dinosaurs
                  Research suggests Tyrannosaurus rex had huge lips over its teeth  "
